Gene dn_damaging_ID dn_lof_ID X1 X2 BF qvalue
WSCD1 1 0 21.3772769127512 0.724748255313312 15.493144145866 0.403555932012125
TRMT2A 1 0 20.7926300626393 0.739786388546566 15.3821047024247 0.404712192574231
MAP3K12 1 0 24.0871321194205 0.637376956328325 15.3525829569545 0.405860948120064
BRD3 1 0 19.7321457649438 0.775325619381133 15.2988381369238 0.407003598908649
DDC 1 0 19.7399830805584 0.766837646252764 15.1373621625648 0.408146054117345
ZKSCAN2 1 0 23.8121330801441 0.6341805121365 15.1011907518283 0.409281574535879
ZEB2 1 0 22.9938818322115 0.641611402886197 14.7531367801647 0.410427184099916
ZC3H12C 1 0 22.1206606095395 0.666774856357346 14.7495003004553 0.411564145259842
OTUD7B 1 0 21.532722077829 0.68208232944727 14.6870892341863 0.412695750178321
CNGA3 1 0 18.9987158034974 0.772493635120257 14.6763870336604 0.413819263664254
ORC3 1 0 22.2147082067727 0.655248722272667 14.5561591681479 0.414940707131903
PIK3R2 1 0 20.7971655651478 0.698994991073502 14.5371145585646 0.416054652111632
ABAT 1 0 19.4496842683868 0.729950024659745 14.1972975113332 0.417178592759336
RUFY2 1 0 21.9745631371268 0.635081859483347 13.9556464184607 0.418307265019186
CCDC168 0 1 0.999994179642564 13.9305161421579 13.9304350615746 0.419428831924119
MTUS1 1 0 24.0564471379935 0.575220023356608 13.8377500845936 0.420547067354834
EPB41L4A 1 0 22.5961252661393 0.609582284639232 13.7741976637274 0.421660432069473
KCND3 1 0 16.8261064167543 0.812740459921117 13.6752574678345 0.422770925702213
LRCH1 1 0 20.5012884500117 0.660782613495241 13.5468949620185 0.423880214587332
KCNQ3 1 0 20.8060728934793 0.650337860426227 13.5309769294174 0.424982186871888
NLGN2 1 0 16.8355626825031 0.792224261143167 13.3375412070755 0.426086635586742
GTF2IRD1 1 0 22.4643430065909 0.583853968384363 13.1158958115456 0.427195174368426
DSP 0 1 0.514898609286613 24.9540807117461 12.848821454504 0.428310394674843
DDX4 1 0 20.9490450394794 0.609025850370639 12.7585099696217 0.429422518711618
NUP93 1 0 21.4732195422961 0.578574971962267 12.4238673946236 0.430545262221361
IK 1 0 20.7709785450467 0.597791926179303 12.4167232730724 0.431660299445045
PIK3R1 1 0 21.2456453818822 0.584342113406155 12.4147253231268 0.432767426348652
MLH1 1 0 18.5744189431796 0.666483142600025 12.3795371092198 0.433868575639051
PACS1 1 0 19.4528611972485 0.629415971091725 12.2439415209787 0.434969407713532
MED15 1 0 20.2041779277572 0.59921845923721 12.1067163680251 0.436070060215508
MGAT5B 1 0 17.739598602652 0.673060035279157 11.939814861339 0.437172244590003
QSER1 1 0 21.911922410262 0.533724670504166 11.69493356853 0.438280411847088
POP1 1 0 20.5473121099772 0.565464913404626 11.6187840629661 0.439385071934977
EXTL3 1 0 16.0940935146866 0.716942409635328 11.5385381853157 0.440486507190759
DNMT3A 1 0 19.0982946650262 0.603585441387267 11.5274526151339 0.441580864538534
KCNQ5 1 0 18.6662861678016 0.599715063017049 11.1944529854174 0.442686426337484
WDR59 1 0 20.1326286056742 0.555902384093423 11.1917762399617 0.443784462555031
EP300 0 1 0.409278192722352 27.2765486073331 11.1636965177127 0.444876489238797
PTPRN 1 0 16.602524611975 0.671180736463297 11.1432946962154 0.445962136683163
GFPT2 1 0 16.0617225578169 0.671379667993892 10.7835139582771 0.447060734936136
CTTNBP2 1 0 20.0691310600591 0.526728816419871 10.5709896498402 0.44816397504517
GRIA1 1 0 16.4977098905814 0.627933497429922 10.359464671177 0.449271864714003
OSBP 1 0 17.4299135800346 0.588225263666404 10.2527155112985 0.450378386596512
GRIA4 1 0 17.8498774022183 0.573365589302508 10.2345054757004 0.451478458282302
TNKS2 1 0 19.0184886069572 0.534540893125779 10.1661598858654 0.452575038238315
GBA2 1 0 17.5419800479192 0.578958637044641 10.1560808596076 0.453664814074193
RAPGEF1 1 0 17.8976743288035 0.566088802933275 10.131673036082 0.454748677503279
ADAMTSL1 1 0 23.9051828088042 0.422664256889803 10.1038663276981 0.455826884195288
CLCN7 1 0 15.4089826611555 0.645712891504367 9.94977874927535 0.456906737286738
ABCA8 1 0 21.0713372916779 0.471911497056156 9.94380632629093 0.457979757768555
PACS2 1 0 15.8512868707452 0.616523737888474 9.7726946318943 0.459055490699091
DNMT3B 1 0 17.7547405691349 0.52419215976995 9.30689580508997 0.460151143783378
CHD7 0 1 0.404066489008886 22.4828836557679 9.08457986158141 0.461252642198983
C20orf26 1 0 16.6967982779415 0.537664802932226 8.97728075570858 0.462353244046097
PHLDB1 1 0 16.8783423001006 0.519331584171027 8.76545624489211 0.463459191099997
DNAH11 0 1 0.932572678722275 9.39728230874464 8.76364873537544 0.464558040449657
ITGA5 1 0 16.9708445185447 0.511775068256865 8.68525511185484 0.465654395538948
CUX2 1 0 15.713802257457 0.543614124533089 8.54224485727356 0.466752136376182
STAG1 1 0 18.5118796727723 0.453968355942706 8.40380758045762 0.467851031991315
WHSC1 1 0 15.8221120699792 0.528184728058395 8.3569979609914 0.468945648755069
KDM6B 1 0 17.2904648622421 0.465835183177406 8.05450686632506 0.470051352420347
ANO1 1 0 14.014499423389 0.559350518938588 7.83901752513718 0.471163001026904
CHD8 0 1 0.333374757450426 23.2474452979779 7.75011143755543 0.472272957560338
HDAC4 1 0 12.7089787824136 0.597279878057899 7.59081729740043 0.473385546508258
ATP8B1 1 0 15.0681073303789 0.502859159956135 7.5771357942832 0.474491925849633
KDM3B 1 0 16.6742266663422 0.433168963692217 7.22275748542857 0.475612996095384
DHX8 1 0 14.6177313836419 0.478107050641397 6.98884043890124 0.476741473969046
SMC3 1 0 15.3348247147383 0.448423780821009 6.87650007681041 0.477869855642649
PLB1 1 0 19.0077372806922 0.360731346881297 6.85668667042994 0.478992415801063
TANC2 1 0 17.6060452969699 0.376840815893001 6.63467647435929 0.480121810226683
ABCC8 1 0 14.6216150097115 0.453515335102791 6.6311266308733 0.481244411391168
PPFIA2 1 0 16.0085259847018 0.401694562267968 6.4305378379802 0.482372606302338
NBEA 0 1 0.297027515276025 21.3871111154797 6.35256047356319 0.483498731273087
ANK2 0 1 0.311106804472926 18.4831293473094 5.75022730790119 0.484656240822336
ARID1A 1 0 12.7242107997587 0.403500383884533 5.13422394233037 0.48584689206723
POLQ 1 0 15.6364404176041 0.317095713377153 4.95824822889951 0.487041948081675
MLL3 0 1 0.481077177483158 9.64281084843912 4.63893622597107 0.488251121549665
SUPT6H 1 0 12.6628975955899 0.346634360866215 4.38939541476163 0.48946986042723
INTS1 1 0 11.5903378998822 0.374604270741031 4.34179007662752 0.490684454483842
PLXNA4 1 0 10.5574087015441 0.410904324867406 4.33808489485726 0.491891961455501
SMARCA2 1 0 10.3177843066868 0.407738666865451 4.20695961821373 0.493101110786831
